id,raw_hypos
5e4b7521-8a66-4c8b-7a25-08dc2a829031_1086_4127,what is a meaningful gift you have been given and who gave it to you this is kind of strange but my brother gave me the horse on front of my mustang after i had had an accident he put away and forgot about it till a couple of years ago when he gave it to me for christmas
ecd22914-6704-4880-da3f-08db8211616b_1106_1692,if you live anywhere in the world where would it be and why i would live in upper michigan it is so beautiful and peaceful out there
56084d10-2aa7-4f02-304a-08dbf050033d_634_2612,is ada
56084d10-2aa7-4f02-304a-08dbf050033d_29114_2612,how many refills are left on my clindamycin
de99f6a4-1fca-498b-f781-08dcb8bbedb8_1076_12491,call area code
88ff2689-ab03-41ba-3919-08dc358e2588_630_9373,playroom speakers playroom speakers what does that mean i am not sure play music on playroom speakers playroom i guess a room speakers are played
11a9ea43-641f-49d1-a1b5-08dc11dcc589_1130_2940,i am quite sure you are too kind hearted to enjoy giving pain to any living creature
0affc590-b642-42b8-6c8b-08dd543e01a5_30182_13522,big house mountains and steel results with a hot dog one of the soaps double bedroom for family is a fish hot dog vacation
4902e925-28da-41fa-da79-08dd7d685e99_477_13967,
284d7944-ac8e-47bb-1f66-08db3dcbbd09_1079_539,i recently some eye binged the jason bourne movies they are fast acting adventure and traumatic
d765e201-53e7-41a9-1cdf-08dcd3e137e8_29673_9799,add ingredients for chili to shopping list
55c1784a-ece4-414a-25b4-08dc18e8f490_1119_4576,
031e84ad-54f2-434b-abb3-08dc5d6a38e4_101_5720,set a reminder to take residence at ⁇ pm
55f3ac96-0f93-4f9a-8df8-08dd4ae40880_12229_14148,various drags from large cities drifted into the mills around little country towns and are the despair of mares curates and other local authorities
bad794ff-c207-43b5-f3bc-08db49b9f20e_12062_613,though tears flowed constantly down her cheeks her heart was ever busy thinking god
f5a06bd3-3191-46dd-0bae-08dcf9635df3_634_12134,is the lasca what is compliant
8bea8736-2619-45b3-ea8f-08dd777d835a_30202_14000,people think detects is my favorite food because i like to eat healthy
56084d10-2aa7-4f02-304a-08dbf050033d_29351_2612,i read things on item wrong item
e6637ea3-8d88-40ca-8b32-08dc44f243ab_29736_4602,email selena k
74613052-fd59-45c8-ab54-08db7376d336_14926_1177,he understood that silence was wished
1628ada6-3321-4052-22b4-08dc56b55882_30215_6889,because all of the plants do not like it because they have to do their job and if i do our goals
ecd22914-6704-4880-da3f-08db8211616b_1113_1691,tell us about one of your favorite toy at ⁇ show was one of my favorite shows because it takes you back and remember that i would be eating the ⁇
96ada12b-88af-44ce-0219-08dc41d581c9_30190_4530,because i like to watch videos that tell jokes so i can tell them to my family members
ecd22914-6704-4880-da3f-08db8211616b_1132_1706,the monkey said yes i heard one man say that nitro glycerine and dynamite would say that dynamite was just nitro glycerine
17073b31-5882-4a6f-680c-08db4cce187f_1085_878,on my personality is similar to that of my daughter or should i say her personality is similar to mine she is just a spittin image of me everything she does the way she raises her kids just seems like everything about her is just like me she would not admit that or would not want me to say that but yes i think she is a very much like her mother
88ff2689-ab03-41ba-3919-08dc358e2588_31384_9401,my sons my daughter and sons of breakfast for yeah ⁇ people that the last time i did that was years ago a few quite a few years ago ⁇ boys and one girl
bb82df4d-e1ed-409c-85da-08dbe07efb02_1130_2410,i am quite sure you are too kind hearted to enjoy giving pain to any living creature
e28286b0-a156-459a-b2f2-08db6e8bdba4_1124_1861,please explain the steps to mail a letter you sit down you write a letter you address an envelope you put letter in the envelope you seal it with your name and address and the name of the address person you mail it to a stamp on it and then you put it out for the mailman to take
1a2c36f7-7312-4b00-da7d-08dc75b20572_30228_6081,on facebook i can see my family in friends i can see what they are up to and see pictures
17025aad-bb6d-4e84-4a53-08dc3c7b3134_239_9896,did i miss any emails from yesterday
031e84ad-54f2-434b-abb3-08dc5d6a38e4_26210_5577,he may probably
dc5c25b4-43a7-4af3-cf4f-08dc89b72177_1076_8559,call area code ⁇
fb9c683c-41a5-486c-ae6a-08dc945c48db_29337_6752,tell me
bb82df4d-e1ed-409c-85da-08dbe07efb02_2215_2410,when i was a young boy father always said i was a born business manager
870ab2b5-e5fb-4aaf-03ce-08dd2552a33c_30202_12903,the reason why i like pizza because as everything that i really like sausage pizza cheese or eating pepperoni or tobies
fcb35ef5-5a96-4f1c-012a-08dd15a179fb_1119_12484,breakfast for ⁇ get out ⁇ balls ⁇ spoons and whatever cereal you want and milk until it
d765e201-53e7-41a9-1cdf-08dcd3e137e8_177_11952,show me nearby shopping malls
0f9ac13f-e103-4926-a1a8-08dc11dcc589_1099_3077,my favorite book from childhood was bernstein bears if had ridiculous story i would probably could not but i know i like them
02005a84-8847-4ef7-7b99-08dc286c108f_1084_3480,i hate rainy days i spend it by waiting
cc29e135-2a7a-46e9-8f04-08dc7f6a721b_30170_6287,i really wine tasting you might say i am a bit of a wonder i enjoy the long till rain cup and i often saddled to the wine country and sonoma and napa california i really enjoy learning about the whole business of water making and how these wineries come up and the history behind them some of them are very old family my niece so i really enjoy wine and learning about what it is need how it is what to eat with it and last of all i enjoy drinking it and enjoying it with friends and good food
54618732-a2cb-49ec-c034-08dc605e0191_30214_5381,i do not like baby dining ever money to be a private matter not for everybody to hear about
5ac33366-70eb-43de-ce95-08dc58c09eb8_1123_7923,i would buy groceries by ordering them through the app i find the items that i want to buy and then i put them in my cart after i shake out then i pick a window when i would like to pick on my grocery then when i drive to the store they staff ⁇ grocery then puts them into my car
0f9ac13f-e103-4926-a1a8-08dc11dcc589_1078_5102,some of my hobbies i like to watch tv in fact i watch a lot of tv i like smart dialog i think some of my favorite shows have been canceled because quite frankly they were too smart for the audience they have her for cerebral he were not slapstick another hobby and it is the other into the spectrum i like to read it a lot because as good as movies and series and tv shows are they are not much from my own imagination
d83c96a2-eeb0-416f-116d-08dc623ec532_1086_5786,a meaningful gift that i was given was at my sister in law's mother's funeral it was a prayer coin saying that there is nothing that i can not handle together with the lord it was very inspirational and peaceful especially since i was diagnosed with als about a year after i got that coin it has become very special to me
915db191-604c-4dad-9991-08dcab8095cf_1118_8600,my favorite game is a domino's game called mexican train you can play with ⁇ people ⁇ people ⁇ people each person gets a number of dominoes to begin and you start with the domino with ⁇ on it and each round you go down to the next number down until you get to one each player and the opportunity to start their own train or use their train it can be great but very challenging
36aa3164-db71-4ee3-b6b1-08dc8d7bb350_1088_8178,a feature reminder would be one of windows from the floor up to the room and have it overlooking a lake or river and being in a forest with unlimited view of skywater and greenery and be able to watch the wildlife out front
031e84ad-54f2-434b-abb3-08dc5d6a38e4_1117_5353,my little hamburger on a brown once it with my needs little and bray yard and a fruit jiggle on the
01570ac8-6f88-4424-3a69-08dc183f4f57_1099_8183,please tell us about a favorite book or story from childhood one of my favorite stories is michael is baby sing me any late on the couch and collected i remember the head with over quarter and taught in that there was no way he could make watching me if his odds were close
2866a69c-4e37-439c-60b9-08db37b72f34_1103_334,i guess the person most influenced me in life is i get step father and so respect professionally it was a mentor brilliant guys harvard trained attorney he was cfo of conglomerate he taught me a lot about proper writing techniques ethics of business and personal life and just how to handle itself in very social situations he is a great guy his wife was sweet too
7f1d37a6-dc22-4bb8-b2f1-08db6e8bdba4_1094_1254,what is a dessert you really love i mention this before i love strawberry short cake there is just something about the pound cake vanilla ice cream fresh organic strawberries cut up on top and then tons of whipped cream over the top i do not need to have additional sugar put on the strawberries or anything i just love the dessert it is refreshing in the summertime and it is just one of my favorites
7f1d37a6-dc22-4bb8-b2f1-08db6e8bdba4_1091_1233,tell us about a food that you hated as a child wow i guess i would have to be liver i just did not like liver as a child and i remember one time i try to slip it in my napkin and i think i was successful
96ada12b-88af-44ce-0219-08dc41d581c9_30232_4528,so my favorite game is rino everybody gets someone cards and the last person to have ⁇ cards wins and there is many different cards with different numbers and colors on a cards and if you get a door for that means you have to pick ⁇ cards and that is the gist of uno
fcb35ef5-5a96-4f1c-012a-08dd15a179fb_1121_13028,play the steps to make an ice cream sundae ok get a scoop of your favorite ice cream and put it in a bowl and then take some of my fudge and turn on over and then some whipped cream a cherry and a spoon
d765e201-53e7-41a9-1cdf-08dcd3e137e8_30178_10642,friends call you gosh good jokes i know for one thing my cow's read one thing but would be for one thing i call you sensei
6532d81c-e8be-4910-1c46-08db344ca254_1117_408,one of my favorite sandwiches for lunch is italian sub i was assumed i would go out and get rid of the fresh and cout so i could put together home ⁇ st i would get the bread and i would lay a piece of marshall and pepperoni and buffalo cheese and probably a meat that again i right now and i put little oil on it those are saving and i put it together like then you would be very good
a14d22c1-10e8-4dcf-e962-08dc2e961576_626_3807,tell me about fc tell me about
40c01b80-b083-448d-973b-08dca59f2b1c_30232_7963,i like to play the daily game where you put another person and it continues until everyone has the indie ball
bad3f1b6-4896-4c71-adfa-08db93721f13_1125_2118,i would probably take a little seed plant it in a cup put it about ⁇ inches in the dirt cover it up water it every day and get some sunshine and then i would have me a nice flower to plant outside and get it growing outside in the dirt and there by the house and not have pre flowers
bad794ff-c207-43b5-f3bc-08db49b9f20e_1113_623,one of my favorite television shows was game of thrones it was ⁇ seasons long and each season comprised ⁇ to ⁇ episodes of an hour each after watching it i went back and re watched it but i binge watched it in ⁇ different sessions and i think i got more out of it binge watching it was about fictitious family back in the age of the dynasaurs this family was split up into ⁇ different regions and the series was about trying to keep all these families together without warring against them which basically was impossible i really enjoyed it and would recommend it to anyone that enjoys fantasy
51451a02-b769-42db-fd6d-08dcb5d1edd7_30209_8236,i lived there because of the culture and the family friendship was near from ireland and european atmosphere is so caring and compassionate and family everyone would like to be a friend and be so and you have the huston bus so but you also have the kamato and the architecture and the scenery is in the hub of mediterranean sea and connect your africa and asia and just one of the melting pots you can always go back to hot end but flonts italy is an amazing place
5ac33366-70eb-43de-ce95-08dc58c09eb8_22_6803,please send this email dear customer service comma i am writing about the status of order number ⁇ period do you have a tracking update question mark thank you period
5ac33366-70eb-43de-ce95-08dc58c09eb8_1124_6807,⁇ st you have to write the letter then you put it in an envelope then add a stamp then enter the address and write the return address in the upper left hand corner
d765e201-53e7-41a9-1cdf-08dcd3e137e8_574_12650,remember that my pet is ⁇
0f9ac13f-e103-4926-a1a8-08dc11dcc589_1109_2919,okay this was awhile back i would say my favorite toy growing up was the director set because i like to build things it is not enough just to provide a service i want to actually contributes something brick and warder well that ship sailed did not well for me anyway
e28286b0-a156-459a-b2f2-08db6e8bdba4_1079_1825,tell us about a book movie or video you have recently enjoyed i do not see movies a lot and i do not watch videos a lot but i am reading a book now that is called wysteria which is and it is a comic book of some sort about people being witches in a small town of wisteria
0f9ac13f-e103-4926-a1a8-08dc11dcc589_1115_4445,my favorite ice cream flavor is chocolate mint very simply put it has the best of both world it has chocolate which is under ni flavors and it also has mint i like mint so when you combine the ⁇ they are very complimentary and quite frankly i get the best of both worlds
dd3b609c-ca04-47fb-dc90-08db7e3d374f_1083_1773,the strangest thing i have ever eaten is a norwegian delicious something another call ludifisk ludifis is a lie soaked cod that has been dried and then it reconstituted into a gelatinous mess and it is supposed to be delicious and it simply is not a norwegian's in america have ludifous festivals norwegians and norway would never eat it again in their lives it is some crazy holdout from the former days of poverty it is terrible
d08febe1-2f4b-4080-2ed1-08dc27684872_1116_4086,i used to be a true night owl i would very much have be awake for the later than an hour to most people and feel full of energy and be ready to do things late at night but that is changing as i get older i am now getting to be an early bird and he is getting tired and going to sleep earlier and earlier and waking up earlier so i am going to be an early bird instead of a night owl
51451a02-b769-42db-fd6d-08dcb5d1edd7_30218_9029,i love traveling because it gets you out of comfort zone disability or not nobody cares just skip from point to point b and have fun doing it it is all about the journey not the destination so i live in a dream and traveling you find a lot of out about yourself and you live life to forest
f7a16987-f872-4be8-df26-08dc12f39a63_1077_3800,one of my favorite singers believe it or not even though i am in my ⁇ it is mildly cyrus i like the fact that many of us songs are ordered by a graphical and i like the video that corresponds with the songs the new song flowers that she recently won of grammy for is a very uplifting song and very heartfelt so i truly admire her as a singer
df1bdab4-979a-451b-c2d9-08db6e0d6c39_1095_1357,recently on youtube i have been watching the live cams of eagles and ospreys i loved watching them because the interaction of the parents and the babies chicks were so interesting people used to give them human traits but it is true they do interact in a way regular parents or human parents would interact with their children at times anyway i love those birds and i think they are probably one of my very favorites
f7a16987-f872-4be8-df26-08dc12f39a63_1117_4024,well at this stage my als it is harm for me to make meals so what i do i keep a squeezable peanut butter and then i take apple and i crunch the apple with my teeth and i squish the peanut butter in my mouth cause that i can do very easily so i squeeze and crunch squeeze and crunch
74613052-fd59-45c8-ab54-08db7376d336_1078_1165,talk about some of your hobbies i would not say that they are hobbies much more than they are i guess crafts i do like to work on me just challenge myself with that do something non computer that is always fun because of mouse helps me out it is a lot easier that way
02005a84-8847-4ef7-7b99-08dc286c108f_1125_3770,you plant a flower well it is given a big complicated task be a simple task it would be simple you could just carve a hole in the ground and punk the plant in it call it but you probably are going to have to more work than that if i have to take care of it extra watering beginning of its life and started his exercise
df1bdab4-979a-451b-c2d9-08db6e0d6c39_1119_1303,let is make some french toast for ⁇ people this is made with bread either sliced old bread or you can also use spaghettes and slice those up anyway you put them in a pan and then you make an egg and milk and spice mixture and you pour it over them and let the bread absorb all the milk after that you can either fry it in a butter in the frying pan or let it brown in the oven then when it is done you eat it with fruit or with maple syrup whatever you love
74613052-fd59-45c8-ab54-08db7376d336_1097_1172,the best what is the best thing to do on a hot summer day on a hot summer day the best thing to do is have a grilling party just sit back relax just have some steaks and some hot dogs and have a soda and just sit by the pool and ⁇ for a little bit dive in the pool swim a little bit have some lunch or dinner and since it is always hot here and arizona eat and go back in the pool you get out i think you go back to the pool and you will still be warm no matter what
fca65ce1-fabf-4914-172d-08db24d03de6_1123_170,when i buy groceries i like to make a list and i try to put the list in the order in which i will actually encounter the foods in the store so i put the fruit and vegetables ⁇ st and then the bread and then the fish and then the dairy and finally the things that are miscellaneous like mustard that are up and down the aisles
d83c96a2-eeb0-416f-116d-08dc623ec532_1110_6074,one recent trend that i can not stand is statistics or cited and they say for the ⁇ st time since ⁇ or the ⁇ st time since last sunday or for the ⁇ st time since the ⁇ st time since meets is not the ⁇ st time so what they should say is not since then you are nonsense just be more dramatically correct
9fa04401-2532-42e7-c578-08dc27c1bd26_1119_5231,to make breakfast for ⁇ people the ⁇ st thing would be to get everyone to agree on one meal rather than customizing eggs for one oatmeal for another yogurt for a ⁇ rd and so on so ⁇ st thing i would do is get a green on the meal within set the table for ⁇ with plates or bowls give me what we are having we would then make the breakfast the weather is egg cereal but whatever serve it up and have everybody come in and eat
02005a84-8847-4ef7-7b99-08dc286c108f_1133_3859,a vague fear crept over him that he might finally succeed in proving to her that it was his duty to reign
b90d8200-649c-4709-0fc4-08dcd99f98d3_1078_9727,my favorite hobbies i can not enjoy anymore because of my condition i miss being able to garden even pull weeds effectively i love to scrapbook and create memories with those family photos and momentos and my hands just will not allow me to do that anymore at least i can get some help with some of that and in future do photo books through some of the companies out there like snap fish
d765e201-53e7-41a9-1cdf-08dcd3e137e8_30179_9825,i do best gift a trip to hero and back to oahu and san jose
f5a06bd3-3191-46dd-0bae-08dcf9635df3_30237_11164,as a text voice i said voice
f7a16987-f872-4be8-df26-08dc12f39a63_1096_3958,every time this question i say the same thing i would open up a place called hannah saven for women that have been battered and have suffered abuse as a form of principle i saw many women who were battered by their husbands so i would open up a place for them to get better educated and have a place for their children and a place for them to feel safe
031e84ad-54f2-434b-abb3-08dc5d6a38e4_3736_6400,⁇ is nothing there turning this to him in danger part of a distance of a new inmates where every
d765e201-53e7-41a9-1cdf-08dcd3e137e8_30208_10014,i would live in the world i will live i know a friend she helen and grandpa i know there is southwest people who served the army supports to service
892b7b73-a330-4b1d-7f8e-08dc9f90df2f_30181_7154,who is the way i wake up i get dressed i clean my garage and drive away and then i use restroom i go down to dairy give myself a breakfast and then i go and brush on my teeth wash my face and do my hair and then i put it on my shoes
dd3b609c-ca04-47fb-dc90-08db7e3d374f_1092_1566,i do not think either of any hobbies that do not quite make sense but some of hobbies do not match the benefit does not match the effort one of those is the gardening the benefit of gardening is to have some fruits and vegetables of your own that cost you way more to get those just go to the grocery store and buy them because you can not that efficiently your own time you have that efficient with your own water and soil and that kind of thing
8bea8736-2619-45b3-ea8f-08dd777d835a_30211_14900,i would like to make it to listen to my music because i would like to sing along to my songs on my spotify
